Profile (FG500),,,Details (FG500),,,,,,,,,,RE100,,,SBTi,,,,,,,,,,,,NZ Tracker Definition,,,,,,Carbon Neutral,,,,,,Net Zero,,,,,,,Use of carbon credits,,Other reduction targets,,,,,,Other,,,Binary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,2024 Data,Last year checks ,,,,,,this year  ,,,,,
270,329,AstraZeneca,Pharmaceuticals,Health care and pharmaceuticals,Britain,Europe,"$54,073","$7,035",0.181,"$104,035",94300,24,Y,2016,2025,Y,Y,Targets set,1.5°C ,2030,Targets set,1.5°C ,2045,Y,Targets set,2045,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","""Reduce absolute Scope 3 emissions by 90% by 2045, from a 2019 baseline, to become science-based net zero""",2045,,,Not Specified,Yes (nature-based and CCS-based removals),Yes,N,,,,,,,,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,Y,Yes,V,N,0,Y,Y,Targets set,Y,N,Not Specified,
78,74,AT&T,Telecommunications,Telecommunications and media,U.S.,North America,"$122,336","$10,948",-0.24,"$394,795",140990,31,N,,,Y,Y,Targets set,1.5°C ,2030,,,,,,,,Net zero,Net Zero,Yes,Yes,Partial,"1,2",,N,,,,,C,Y,"1,2",2035 TARGET: Achieve carbon neutrality (net zero Scope 1 and 2 GHG emissions1) by 2035.,2035,,,Yes,Not Specified,No,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,Y,No,N,C,Y,0,Y,,Y,N,Yes,
103,126,AXA,"Insurance: Life, Health (stock)",Financial services,France,Europe,"$98,686.1","$8,528.2",0.097,"$676,912.4",100041,31,Y,2017,2025,Y,Y,Committed,,2030,,,,,,,,Net zero,Net Zero,Not Specified,Not Specified,Not Specified,,,N,,,,,,Y,,"""We must now take steps to build out our roadmap to be consistent with our Net-Zero goal by 2050""",2050,,,Yes,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",Yes,N,,,,,,,,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,N,No,F,"C, V",Y,U,Y,,Y,N,Yes,
478,#N/A,BAE Systems,Aerospace and Defense,Aerospace and defense,Britain,Europe,"$33,547.6",$30.9,-0.948,"$28,874.3",60038,3,N,,,Y,Y,Targets set,1.5°C ,2030,Targets set,1.5°C ,2050,Y,Targets set,2050,,Net zero,Net Zero,Yes,Yes,Partial,"1,2",,N,,,,,C,Y,"1,2","""Our near-term target and KPI, embedded in long-term incentives, is to reduce GHG emissions across our operations (Scopes 1 and 2) by 4.2% year-on-year. We continue to work towards our long-term target of ‚Äòworking towards a net zero value chain by 2050‚Äô."" (Annual Report 2023 BAE Systems plc, pg. 49).",2050,,,Not Specified,Not Specified,No,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Y,Targets set,Y,N,Not Specified,
137,200,Banco Bilbao Vizcaya Argentaria,Banks: Commercial and Savings,Financial services,Spain,Europe,"$87,457.6","$10,872.7",0.254,"$799,753.6",125916,31,N,,,Y,N,Commitment removed,,,,,,,,,,Net Zero,Net Zero,Yes,Yes,Not Specified,"1,2",,N,,,,,C,Y,"1,2","In April 2021 BBVA announced the Net Zero 2050 commitment, which takes both direct and indirect emissions into account, including among the latter those of clients who receive financing from the bank.",2050,,,Yes,Not Specified,No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,N,No,V,C,Y,Y,Y,,Y,N,Yes,
293,252,Banco Bradesco,Banks: Commercial and Savings,Financial services,Brazil,Latin America,"$51,104.2","$3,201.6",0.122,"$334,651.4",78644,29,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","Net Zero ‚Äì By 2050, we are
committed to having a carbon-neutral credit portfolio, aligned
with scientific scenarios and the
goals of the Paris Agreement (P155)
Since 2007, we have measured and
offset 100% of scope 1 and 2 operational
emissions. In 2019, we extended this
neutralization to scope 3 operational
emissions (p7)
",2050,,,Yes,Yes (unspecified),No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,N,0,C + F,"C, V",Y,Y,N,,Y,N,Yes,
230,217,Banco do Brasil,Banks: Commercial and Savings,Financial services,Brazil,Latin America,"$60,802","$4,891.4",-0.182,"$387,891.2",86574,31,N,,,Y,Y,Committed,,2030,,,,N,Committed,,,Emissions reduction target,Other Emission Reduction,Yes,Yes,No,"1,2",,N,,,,,,N,,,,,,Yes,Not Specified,No,Y,"'emissions of ghg: compensate 100% from 2021 and reduce 30% by 2030. 90% renewable energy by 2024' (annual report, p31)",2030,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,N,Yes,N,"C, F",Y,0,Y,Committed,N,N,Yes,
55,62,Banco Santander,Megabanks,Financial services,Spain,Europe,"$146,326.4","$13,597.9",0.136,"$1,902,134",206417,31,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","In order to be aligned with the Paris Agreement and with the aim of limiting global temperature increase to 1.5¬∞C, we have committed to be net zero in carbon emissions by 2050 also as part of the Net Zero Banking Alliance (NZBA).


This is done through:
- Contribute to limiting temperature increases to 1.5¬∫C in line with the NZBA and NZAMi
-Support our customers transition to a lowcarbon economy
- Remain carbon neutral and consume 100% electricity from renewable sources by 2025
-Manage climate and environmental risk according to regulatory and supervisory expectations & setting sector portfolio alignment targets for 2030 in high-emissions portfolios. 

(https://www.santander.com/content/dam/santander-com/en/documentos/informe-anual-de-sostenibilidad/2024/sustainability_statement-2024-en.pdf )
",2050,,,Yes,Yes (nature-based and CCS-based removals),No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,N,0,"C, F",N,Y,Y,N,,Y,N,Yes,
34,38,Bank of America,Megabanks,Financial services,U.S.,North America,"$192,434","$27,132",0.023,"$3,261,519",213193,31,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","' Net Zero emissions before 2050 for our financing activities, operations and supply chain. ' p7",2050,,,Yes,Not Specified,No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,N,0,"V, F",C,Y,U,N,,Y,N,Yes,
38,37,Bank of China,Banks: Commercial and Savings,Financial services,China,Asia,"$176,142.5","$33,055.7",0.009,"$4,803,378.3",312757,31,N,,,N,N,,,,,,,,,,,Carbon neutral(ity),Carbon Neutral,Yes,Yes,Partial,"1,2",C,Y,"BOC actively aligned with the national strategy of carbon peaking and carbon neutrality, striving to become the preferred bank for green finance services. (pg 4 AR)

decarbonization targets of BOC's business strategy are in full alignment with China's goals of reaching carbon emissions peak before 2030, and achieving carbon neutrality before 2060. (pg 5 Bank of China Limited Transition Bonds Management Statement: https://web.archive.org/web/20251025060944/https://pic.bankofchina.com/bocappd/report/202310/P020231011315246686358.pdf#:~:text=,before%202030%2C%20and%20achieving",2060,,,,N,,,,,,Yes,"Yes (CCS-based removals e.g. BECCS, DACCS)",No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,N,0,N,C,U,0,N,,N,Y,Yes,
168,154,Bank of Communications,Banks: Commercial and Savings,Financial services,China,Asia,"$75,834.2","$13,006.8",-0.007,"$2,041,389.9",95746,17,N,,,N,N,,,,,,,,,,,Emissions reduction target,Other Emission Reduction,Not Specified,Not Specified,Not Specified,,,N,,,,,,N,,,,,,Not Specified,Not Specified,No,Y,'30% reduction in greenhouse gas emissions in 2025 compared to 2021' (p. 62),2025,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,G,U,0,N,,N,N,Not Specified,
240,294,Bank of Montreal,Banks: Commercial and Savings,Financial services,Canada,North America,"$58,295.1","$5,378.8",0.662,"$1,011,297.1",53597,15,N,,,N,N,,,,,,,,,,,No target,No Target,Yes,Yes,Yes,"1,2,3",,N,,,,,C,Y,,Target Net zero by 2050 Be our clients’ lead partner in the transition to a net-zero world – targeting net-zero financed emissions in our lending by 2050,2050,https://www.banktrack.org/download/2023_climate_report_2/240307_bmo_2023_climatereport_en.pdf,,Yes,"Yes (CCS-based removals e.g. BECCS, DACCS)",No,Y,emission reduction ,2030,BMO Financial Group 2024 Sustainability and Climate Reporting,"r Scope 1, market-based Scope 2, and Scope 3 (category 6 – business travel) In 2025, we purchased and retired carbon credits to offset our Scope 1 and Scope 2 market-based GHG emissions and Scope 3 GHG emissions resulting from our employees’ activities (category 6 – business travel) for the reporting period August 1, 2023 to July 31, 2024. We have developed a diversified offset portfolio that includes an agreement to pre-purchase 1,000 tonnes of Direct Air Capture removals from Carbon Engineering, and a five-year commitment to purchase CarbonCure mineralization removal offset",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,N,0,F,C,Y,Y,N,,Y,N,Yes,
389,466,Bank of New York (BNY),Megabanks,Financial services,U.S.,North America,"$39,914","$4,530",0.379,"$416,064",51800,2,N,,,N,N,,,,,,,,,,,1.5°C target,Other Emission Reduction,Yes,Yes,Partial,"1,2",,N,,,https://www.bny.com/assets/corporate/documents/pdf/2024-sustainability-report-tcfd-disclosure.pdf,achived,,N,,,,,,Yes,Not Specified,No,Y,"In 2023, BNY Mellon set a target to reduce Scope 1 and Scope 2 (location-based) GHG emissions by 50% by 2030 from a 2018 baseline, consistent with 1.5¬∞C pathways. (p.63)",2030,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,N,,N,N,Yes,
253,281,Bank of Nova Scotia,Banks: Commercial and Savings,Financial services,Canada,North America,"$55,917.4","$5,702.2",0.038,"$1,013,004.5",88488,28,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","""Our climate goals comprise three pillars: (1) financing climate solutions, by providing climate-related financing to clients in all sectors, including certain 
carbon intensive sectors; (2) advancing to net-zero, by working with clients to reduce emissions associated with our lending portfolio and setting 2030 sectoral emissions intensity reduction targets to keep us on course to meet our goal of achieving net-zero financed emissions by 2050; and (3) reducing our own emissions, by introducing solutions to minimize the Bank‚Äôs direct impact on climate change"" (Pg 12, Scotiabank 2023 ESG Report)",2050,,,Yes,No,No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,N,0,F,C,Y,R,N,,Y,N,Yes,
185,212,Barclays,Megabanks,Financial services,Britain,Europe,"$71,257.5","$8,057.3",0.233,"$1,901,555.6",93000,31,Y,2019,2025,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Partial,"1,2",,N,,,,,C,Y,"1,2","Become a net zero bank by 2050: ""work towards the milestone of 90% absolute GHG supply chain emissions reduction against a 2018 baseline"" (pg 72)",2050,,,Yes,"Yes (CCS-based removals e.g. BECCS, DACCS)",,N,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,N,0,V,N,0,U,N,,Y,N,Yes,
190,172,BASF,Chemicals,Chemicals,Germany,Europe,"$70,574.2","$1,403.7",4.771,"$83,262.6",111822,31,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Partial,"1,2",,N,,,,,C,Y,"1,2","On our journey toward climate neutrality, we have set ourselves ambitious goals and are striving worldwide to achieve net zero CO2 emissions by 2050.",2050,,,Yes,Not Specified,No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,N,0,C,N,0,Y,N,,Y,N,Yes,
301,286,Bayer,Chemicals,Chemicals,Germany,Europe,"$50,401.2","$-2,759.8",0,"$114,775.3",92815,31,N,,,Y,Y,Targets set,1.5°C ,2029,Targets set,1.5°C ,2050,Y,Targets set,2050,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","We have also committed to achieve ""net-zero"" greenhouse gas (GHG) emissions across our value chain by 2050. ",2050,,,Yes,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",No,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,Y,Yes,V,C,Y,Y,Y,Targets set,Y,N,Yes,
201,192,Beijing Automotive Group,Motor Vehicles & Parts,Automotive,China,Asia,"$67,199.7",$88,-0.732,"$62,151.4",97000,13,N,,,N,N,,,,,,,,,,,,,Yes,Yes,,"1,2",,N,To achieve operational carbon neutrality by 2050 (p.6 Report),2050,https://www.baicgroup.com.cn/uploadfile/shezebaogao/szbg2022.pdf,,,N,,,,,,Not Specified,,,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,0,N,,N,N,Not Specified,
471,458,Beijing Jianlong Heavy Industry Group,Metals,Metals and mining,China,Asia,"$34,102","$3,946",4.369,"$31,540",69600,2,N,,,N,N,,,,,,,,,,,,,Yes,Yes,,"1,2",G,N,committed to national peak and neutrality ,2060,https://global.chinadaily.com.cn/a/202205/06/WS62748aa8a310fd2b29e5b030.html,,,N,,,,,,Not Specified,,,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,0,N,,N,N,Not Specified,
10,9,Berkshire Hathaway,Insurance: Property and Casualty,Financial services,U.S.,North America,"$371,433","$88,995",-0.075,"$1,153,881",392400,29,N,,,N,N,,,,,,,,,,,No target,No Target,Not Specified,Not Specified,Not Specified,,,N,,,,,,N,,,,,,Not Specified,Not Specified,No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,N,0,0,N,,N,N,Not Specified,
376,352,Best Buy,Specialty Retailers,Retail,U.S.,North America,"$41,528",$927,-0.253,"$14,782",85000,27,N,,,Y,Y,Targets set,1.5°C ,2030,,,,,,,,Net zero,Net Zero,Yes,Yes,Partial,"1,2",,N,,,,,C,Y,"1,2","We‚Äôve pledged to be carbon neutral by 2040. ‚ÄúIn 2019, we set a goal to reduce carbon emissions by 75% by 2030 (over a 2009 baseline) and to become carbon neutral by 2040.
",2040,,,Yes,Not Specified,No,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,Y,No,C,C,Y,Y,Y,,Y,N,Yes,
285,258,Bharat Petroleum,Petroleum Refining,Oil and gas,India,Asia,"$52,401","$1,577.7",-0.514,"$25,561.5",8750,22,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,No,"1,2",,N,,,,,C,Y,"1,2","We at BPCL are committed to scope one and two and aim to be net-zero by 2040. This strategic business unit is a part of it. We are seeing a shift from fossil fuels to renewable. India would be among the countries, which will continue to grow in fossil fuels, but we understand that it has to eventually move to clean energy,‚Äù informs Amit Garg, Executive Director, Renewable Energy, BPCL. BPCL has committed to offset emissions from its crude oil refining operations and from the energy it uses by 2040, referred to as scope one and two emissions.
",2040,,,Not Specified,Yes (unspecified),No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,N,0,C,N,0,Y,N,,Y,N,Not Specified,
259,268,BHP Group,"Mining, Crude-Oil Production",Metals and mining,Australia,Oceania,"$55,658","$7,897",-0.389,"$102,362",40872,31,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Partial,"1,2",,N,,,,,C,Y,"1,2","
BHP is committed to achieving net zero operational greenhouse-gas (GHG) emissions (Scopes 1 and 2) by FY2050. The company has also set a medium-term target to reduce operational GHG emissions by at least 30 percent by FY2030, using a FY2020 baseline. This target covers all BHP-operated assets and is supported by a publicly available Climate Transition Action Plan (CTAP 2024 - https://web.archive.org/web/20251005190858/https://www.bhp.com/sustainability/climate-change/climate-transition-action-plan), which details pathways and assumptions for reaching the goal. BHP is also ‚Äúworking towards‚Äù net-zero value-chain (Scope 3) emissions by 2050, but this is an ambition rather than a formally validated target.",2050,,,Yes,Yes (nature-based and CCS-based removals),No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,N,0,C,N,0,Y,N,,Y,N,Yes,
49,41,BMW Group,Motor Vehicles,Automotive,Germany,Europe,"$153,974.3","$7,883.6",-0.354,"$277,212.7",159104,31,Y,2015,2050,Y,Y,Targets set,1.5°C / Well-below 2°C,2030,,,,N,Commitment removed,,,Emissions reduction target,Other Emission Reduction,Yes,Yes,Yes,"1,2,3",,N,,,,,C,Y,,,2050,https://www.bmwgroup.com/content/dam/grpw/websites/bmwgroup_com/ir/downloads/en/2025/hv/BMWGroup_Report2024.pdf,,Yes,Not Specified,No,Y,"The BMW Group is committed to the Paris Agreement: by 2050 at the latest, we intend to reduce our COâ‚‚e emissions by 90 percent compared with 2019.",2050,,,,,,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,Y,Yes,V,F,Y,U,Y,Commitment removed,Y,N,Yes,
54,64,BNP Paribas,Megabanks,Financial services,France,Europe,"$146,390.2","$12,639.8",0.065,"$2,800,691.7",175853,31,N,,,Y,Y,Committed,,2030,,,,,,,,Carbon neutral(ity),Carbon Neutral,Yes,Yes,Partial,"1,2",C,Y,"""Sustainability is at the core of the 2025 GTS strategic plan and is reinforced by the commitment of BNP Paribas to align its activities with a carbon neutrality trajectory by 2050"" (2022 climate change report, p13).",2050,,,,N,,,,,,Yes,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",No,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,N,No,I,F,0,0,Y,,N,Y,Yes,
206,159,Boeing,Aerospace and Defense,Aerospace and defense,U.S.,North America,"$66,517","$-11,817",0,"$156,363",172000,31,N,,,N,N,,,,,,,,,,,Emissions reduction target,Other Emission Reduction,Yes,Yes,Not Specified,"1,2",,N,,,,,,N,,,,,achieved,Yes,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",No,Y,"For the goal ""Reduce greenhouse gas (GHG) emissions from Boeing operations through conservation and renewable energy"", the targets for 2030 includes:
‚Ä¢ Achieve 30% GHG reduction in Scope 1 and Scope 2 market-based emissions from 2023 base year
‚Ä¢ Achieve 100% renewable electricity
‚Ä¢ Achieve 3% reduction of natural gas intensity from 2023 base year

(pg 6)",2030,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,N,0,N,C,Y,0,N,,N,N,Yes,
105,105,Bosch Group,Motor Vehicle Parts,Automotive,Germany,Europe,"$97,702",$850,-0.626,"$116,759.2",417859,31,N,,,Y,Y,Targets set,1.5°C ,2030,,,,,,,,Climate neutral,Carbon Neutral,Yes,Yes,No,"1,2",C,Y,"""Since 2020, the Bosch Group with its more than 450 locations worldwide has been climate neutral (scopes 1 and 2).""",2020,,,,N,,,,,,Yes,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",No,N,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,N,0,N,C,Y,0,Y,,N,Y,Yes,
227,225,Bouygues,Engineering & Construction,Engineering and construction,France,Europe,"$61,423.2","$1,144.2",0.018,"$65,317.9",200234,31,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,Partial,"1,2",,N,,,,,C,Y,"1,2","Helping to achieve the net-zero goal by 2050 also means building long-term thinking into our approach. pg 38 2024 Integrated approach 

Bouygues has made a tangible pledge to reduce its carbon footprint and that of its customers by 2030. Its six business segments have had their decarbonisation targets endorsed by the Science Based Targets initiative (SBTi). 
SCOPES 1 & 2
 Net Zero Carbon
 Target 2025 - change energy sources and reduce energy use (ISO 50 001, monitoring and management of energy use on worksites, energy efficiency, etc.).
 
SCOPE 3A (Upfront  embodied)
-20% (Target 2025)

 SCOPE 3B  (Operational)
-30% (Target 2030)
 Net Zero Carbon (Target 2040)
 

 SCOPE 3B  (Operational)
-30% (Target 2030)

General driver: actions include eco-design, more ‚Äòlow carbon‚Äô materials (low-carbon concrete, wood, etc.), greater circularity, redesigning current products and services to be more energy-efficient and better adapted to tomorrow‚Äôs climate, and supporting the Group‚Äôs suppliers and customers to collectively reduce their carbon footprint and use of resources.

(https://www.bouygues.com/en/climate-strategy/)",2050,,,Not Specified,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Y,No,N,N,0,0,N,,Y,N,Not Specified,
33,25,BP,Petroleum Refining,Oil and gas,Britain,Europe,"$194,629",$381,-0.975,"$282,228",100500,31,N,,,N,N,,,,,,,,,,,Net zero,Net Zero,Yes,Yes,No,"1,2",,N,,,,,C,Y,"1,2","Our aim is to reach net zero by 2050 or sooner for Scope 1 and 2 emissions within bp‚Äôs operational control (on a CO2e basis), including by maintaining ‚Äònear-zero‚Äô methane intensity across our operated producing assets, enabled by supportive government policies (see page 17 of bp's 2024 Sustainability Report).  

Removal of Scope 3 ambition
We have retired our aim related to the estimated Scope 3 (category 11) emissions from the carbon in our upstream oil and gas production. The estimated Scope 3 emissions from the carbon in our upstream oil and gas production were 322MtCO2 in 2024 ‚Äì an 11% reduction relative to our 2019 baseline and a slight increase from 315MtCO2 in 2023. This increase was mainly associated with an increase in underlying production due to the ramp-up of major projects and higher asset performance (see page 24).
https://web.archive.org/web/20250829133514/http://www.bp.com/content/dam/bp/business-sites/en/global/corporate/pdfs/sustainability/group-reports/bp-sustainability-report-2024.pdf",2050,,,Yes,Yes (nature-based and CCS-based removals),No,N,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,N,0,V,N,0,Y,N,,Y,N,Yes,
314,342,Bristol-Myers Squibb,Pharmaceuticals,Health care and pharmaceuticals,U.S.,North America,"$48,300","$-8,948",-2.115,"$92,603",34100,22,N,,,Y,Y,Targets set,1.5°C ,2033,Targets set,1.5°C ,2050,Y,Targets set,2050,,Net zero,Net Zero,Yes,Yes,Yes,"1,2,3",,N,,,,,"C,V",Y,"1,2,3","We have designed and implemented environmental goals‚Äîincluding our goal to achieve Net-Zero emissions in Scopes 1, 2 and 3 by 2050‚Äîthat not only reflect our science-led, innovation-focused approach, but that also ensure accountability to those we serve through strong governance and transparent reporting practices. ",2050,,,Not Specified,Not Specified,No,N,,,,,,,,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,Y,Yes,V,N,0,Y,Y,Targets set,Y,N,Not Specified,
